Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,Year,Journal,Database,DOI,bins
71,C=CCCCCCC,Rh,CCN(CC)C1=CC(P->%16(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.CCN(CC)C1=CC(P->%17(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CCN(CC)C1=CC(P(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,5.0,1.0,16.0,4.0,100.0,7.750916546,-0.194265228,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,50
73,C=CCCCCCC,Rh,CCN(CC)C1=CC(P->%16(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.CCN(CC)C1=CC(P->%17(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CCN(CC)C1=CC(P(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1,CC1=CC=CC=C1,393.15,10.0,1.0,16.0,4.0,100.0,7.750916546,0.0,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,53
74,C=CCCCCCC,Rh,CCN(CC)C1=CC(P->%16(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.CCN(CC)C1=CC(P->%17(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CCN(CC)C1=CC(P(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1,CC1=CC=CC=C1,353.15,10.0,1.0,16.0,4.0,100.0,7.750916546,-0.753327667,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,35
75,C=CCCCCCC,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,10.0,1.0,16.0,2.0,100.0,7.750916546,-0.104735351,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,51
76,C=CCCCCCC,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,10.0,1.0,16.0,4.0,100.0,7.750916546,-0.052178012,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,52
77,C=CCCCCCC,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,10.0,1.0,16.0,6.0,100.0,7.750916546,-0.017374096,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,53
78,C=CCCCCCC,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,5.0,1.0,16.0,4.0,100.0,7.750916546,0.034762106,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,54
79,C=CCCCCCC,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,20.0,1.0,16.0,4.0,100.0,7.750916546,0.069635928,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,55
80,C=CCCCCCC,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,393.15,10.0,1.0,16.0,4.0,100.0,7.750916546,0.212608093,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,58
81,C=CCCCCCC,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,353.15,10.0,1.0,16.0,4.0,100.0,7.750916546,-0.367976785,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,46
82,C=CC1=CC=CC=C1,Rh,CCN(CC)C1=CC(P->%16(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.CCN(CC)C1=CC(P->%17(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CCN(CC)C1=CC(P(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,10.0,1.0,16.0,4.0,100.0,7.750916546,-0.288065018,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,49
83,C=CC1=CC=CC=C1,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,10.0,1.0,16.0,4.0,100.0,7.750916546,-0.477121255,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,44
85,C=CCCCCCCCCCO,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,10.0,1.0,16.0,4.0,100.0,7.750916546,0.017374096,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,54
86,C=C(C)C(=O)OC,Rh,CCN(CC)C1=CC(P->%16(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.CCN(CC)C1=CC(P->%17(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CCN(CC)C1=CC(P(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,10.0,1.0,16.0,4.0,100.0,7.750916546,0.629731418,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,75
87,C=C(C)C(=O)OC,Rh,COC1=CC(P->%16(OC)C2=CC=CC(OC)=C2)=CC=C1.COC1=CC(P->%17(OC)C2=CC=CC(OC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC(P(OC)C2=CC=CC(OC)=C2)=CC=C1,CC1=CC=CC=C1,393.15,10.0,1.0,16.0,4.0,100.0,7.750916546,0.307560863,2017,Journal of Chemical Sciences,Elsevier,10.1007/s12039-017-1341-z,61
88,C=CCCC,Rh,CC(C)(C)C1=CC(OC)=CC(C2=C(OP->%163OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP->%17(OC6=CC=CC=C67)OC8=C7C=CC=C8.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC(OC)=CC(C2=C(OP3OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP(OC6=CC=CC=C67)OC8=C7C=CC=C8,CC1=CC=CC=C1,433.15,30.0,1.0,4.0,5.0,10000.0,4.5,2.0,2005,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2005.01.019,89
89,C=CCCCC,Rh,CC(C)(C)C1=CC(OC)=CC(C2=C(OP->%163OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP->%17(OC6=CC=CC=C67)OC8=C7C=CC=C8.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC(OC)=CC(C2=C(OP3OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP(OC6=CC=CC=C67)OC8=C7C=CC=C8,CC1=CC=CC=C1,393.15,30.0,1.0,1.0,5.0,10000.0,4.5,2.0,2005,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2005.01.019,89
90,C=CCCCCCC,Rh,CC(C)(C)C1=CC(OC)=CC(C2=C(OP->%163OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP->%17(OC6=CC=CC=C67)OC8=C7C=CC=C8.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC(OC)=CC(C2=C(OP3OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP(OC6=CC=CC=C67)OC8=C7C=CC=C8,CC1=CC=CC=C1,393.15,30.0,1.0,1.0,5.0,10000.0,4.5,1.69019608,2005,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2005.01.019,87
91,C=CCCCCCCCC,Rh,CC(C)(C)C1=CC(OC)=CC(C2=C(OP->%163OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP->%17(OC6=CC=CC=C67)OC8=C7C=CC=C8.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC(OC)=CC(C2=C(OP3OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP(OC6=CC=CC=C67)OC8=C7C=CC=C8,CC1=CC=CC=C1,393.15,30.0,1.0,1.0,5.0,10000.0,4.5,2.0,2005,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2005.01.019,89
92,C=CCCCCCCCCCC,Rh,CC(C)(C)C1=CC(OC)=CC(C2=C(OP->%163OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP->%17(OC6=CC=CC=C67)OC8=C7C=CC=C8.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC(OC)=CC(C2=C(OP3OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP(OC6=CC=CC=C67)OC8=C7C=CC=C8,CC1=CC=CC=C1,393.15,30.0,1.0,1.0,5.0,10000.0,4.5,1.50965048,2005,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2005.01.019,85
93,C=CCCCCCCCCCC,Rh,CC(C)(C)C1=CC(OC)=CC(C2=C(OP->%163OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP->%17(OC6=CC=CC=C67)OC8=C7C=CC=C8.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC(OC)=CC(C2=C(OP3OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP(OC6=CC=CC=C67)OC8=C7C=CC=C8,CC1=CC=CC=C1,413.15,30.0,1.0,1.0,5.0,100000.0,4.5,2.0,2005,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2005.01.019,89
94,C=CC1=CC=CC=C1,Rh,CP->%16(COP->%171OC2=C(C3=C(C=CC=C3)C=[C@]2)[C@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(COP1OC2=C(C3=C(C=CC=C3)C=[C@]2)[C@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C,CC1=CC=CC=C1,313.15,10.0,1.0,18.0,1.1,200.0,1.0,-1.278753601,2014,Organometallics,ACS,10.1021/om500378b,14
95,C=CC1=CC=CC=C1,Rh,CP->%16(COP->%171OC2=C(C3=C(C=CC=C3)C=[C@@]2)[C@@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(COP1OC2=C(C3=C(C=CC=C3)C=[C@@]2)[C@@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C,CC1=CC=CC=C1,313.15,10.0,1.0,18.0,1.1,200.0,1.0,-1.278753601,2014,Organometallics,ACS,10.1021/om500378b,14
96,C=CC1=CC=CC=C1,Rh,CP->%16(COP->%171OC2=[C@](C3=C(C=C2C2=CC=CC=C2)CCCC3)[C@]2=C(O1)C(C1=CC=CC=C1)=CC1=C2CCCC1)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(COP1OC2=[C@](C3=C(C=C2C2=CC=CC=C2)CCCC3)[C@]2=C(O1)C(C1=CC=CC=C1)=CC1=C2CCCC1)C(C)(C)C,CC1=CC=CC=C1,313.15,10.0,1.0,18.0,1.1,200.0,1.0,-1.50965048,2014,Organometallics,ACS,10.1021/om500378b,8
97,C=CC1=CC=CC=C1,Rh,CP->%16(COP->%171OC2=[C@@](C3=C(C=C2C2=CC=CC=C2)CCCC3)[C@@]2=C(O1)C(C1=CC=CC=C1)=CC1=C2CCCC1)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(COP1OC2=[C@@](C3=C(C=C2C2=CC=CC=C2)CCCC3)[C@@]2=C(O1)C(C1=CC=CC=C1)=CC1=C2CCCC1)C(C)(C)C,CC1=CC=CC=C1,313.15,10.0,1.0,18.0,1.1,200.0,1.0,-1.50965048,2014,Organometallics,ACS,10.1021/om500378b,8
98,C=COC(C)=O,Rh,CP->%16(COP->%171OC2=C(C3=C(C=CC=C3)C=[C@]2)[C@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(COP1OC2=C(C3=C(C=CC=C3)C=[C@]2)[C@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C,CC1=CC=CC=C1,313.15,10.0,1.0,18.0,1.1,200.0,1.0,-0.865301426,2014,Organometallics,ACS,10.1021/om500378b,30
99,C=COC(C)=O,Rh,CP->%16(COP->%171OC2=C(C3=C(C=CC=C3)C=[C@@]2)[C@@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(COP1OC2=C(C3=C(C=CC=C3)C=[C@@]2)[C@@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C,CC1=CC=CC=C1,313.15,10.0,1.0,18.0,1.1,200.0,1.0,-1.123384909,2014,Organometallics,ACS,10.1021/om500378b,20
100,C=COC(C)=O,Rh,CP->%16(COP->%171OC2=[C@](C3=C(C=C2C2=CC=CC=C2)CCCC3)[C@]2=C(O1)C(C1=CC=CC=C1)=CC1=C2CCCC1)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(COP1OC2=[C@](C3=C(C=C2C2=CC=CC=C2)CCCC3)[C@]2=C(O1)C(C1=CC=CC=C1)=CC1=C2CCCC1)C(C)(C)C,CC1=CC=CC=C1,313.15,10.0,1.0,18.0,1.1,200.0,1.0,-1.278753601,2014,Organometallics,ACS,10.1021/om500378b,14
101,C=COC(C)=O,Rh,CP->%16(COP->%171OC2=[C@@](C3=C(C=C2C2=CC=CC=C2)CCCC3)[C@@]2=C(O1)C(C1=CC=CC=C1)=CC1=C2CCCC1)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(COP1OC2=[C@@](C3=C(C=C2C2=CC=CC=C2)CCCC3)[C@@]2=C(O1)C(C1=CC=CC=C1)=CC1=C2CCCC1)C(C)(C)C,CC1=CC=CC=C1,313.15,10.0,1.0,18.0,1.1,200.0,1.0,-1.50965048,2014,Organometallics,ACS,10.1021/om500378b,8
102,C=CCO[Si](C)(C)C,Rh,CP->%16(COP->%171OC2=C(C3=C(C=CC=C3)C=[C@]2)[C@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(COP1OC2=C(C3=C(C=CC=C3)C=[C@]2)[C@]2=C(C=CC3=C2C=CC=C3)O1)C(C)(C)C,CC1=CC=CC=C1,313.15,10.0,1.0,18.0,1.1,200.0,1.0,0.017374096,2014,Organometallics,ACS,10.1021/om500378b,54
106,C=COC(C)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,3.0,100.0,20.0,-1.397940009,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,10
107,C=COC(C)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,2.0,100.0,20.0,-1.31386722,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,13
108,C=COC(C)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,1.2,100.0,20.0,-1.301029996,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,13
109,C=COC(C)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,0.9,100.0,20.0,-1.113943352,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,21
111,C=COC(C)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,1.2,100.0,20.0,-1.431363764,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,10
112,C=COC(C)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P->%162C(C)(C)C)OC2=CC=CC(OC)=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P2C(C)(C)C)OC2=CC=CC(OC)=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,1.2,100.0,20.0,-2.0,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,0
114,C=COC(C)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C(C)=CC=C3)P->%162C(C)(C)C)OC2=CC=CC(C)=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C(C)=CC=C3)P2C(C)(C)C)OC2=CC=CC(C)=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,1.2,100.0,20.0,-1.301029996,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,13
115,C=COC(C)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P->%162C(C)(C)C)OC2=CC=CC(OC)=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P2C(C)(C)C)OC2=CC=CC(OC)=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,1.2,100.0,20.0,-2.0,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,0
116,C=COC(C(C)(C)(C))=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P->%162C(C)(C)C)OC2=CC=CC(OC)=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P2C(C)(C)C)OC2=CC=CC(OC)=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,1.2,100.0,20.0,-2.0,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,0
117,C=COC(CCCCCCC)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P->%162C(C)(C)C)OC2=CC=CC(OC)=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P2C(C)(C)C)OC2=CC=CC(OC)=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,1.2,100.0,20.0,-2.0,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,0
118,C=COC(CCCCCCCCC)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P->%162C(C)(C)C)OC2=CC=CC(OC)=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C(OC)=CC=C3)P2C(C)(C)C)OC2=CC=CC(OC)=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,1.0,20.0,1.2,100.0,20.0,-2.0,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,0
120,C=CCNC(=O)C1=CC=CC=C1,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,3.0,20.0,1.2,200.0,20.0,-0.903089987,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,29
121,C=CCN1C(=O)C2=CC=CC=C2C1=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,3.0,20.0,1.2,200.0,20.0,-1.049218023,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,24
122,C=CCNS(=O)(=O)C1=CC=C(C)C=C1,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,3.0,20.0,1.2,200.0,20.0,-0.477121255,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,44
123,C=CCC1=C(OC)C=CC=C1,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,3.0,20.0,1.2,200.0,20.0,-0.079181246,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,51
124,C=CCC1=CC=C(Cl)C=C1,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,3.0,20.0,1.2,200.0,20.0,-0.041392685,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,52
125,C=CCOC(C)=O,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,3.0,20.0,1.2,200.0,20.0,-0.886490725,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,30
126,C=CCO[Si](C)(C)C(C)(C)C,Rh,[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P->%162C(C)(C)C)OC2=CC=CC=C2P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]1([C@]2([H])OC3=C(C=CC=C3)P2C(C)(C)C)OC2=CC=CC=C2P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,3.0,20.0,1.2,200.0,20.0,-0.301029996,2016,Organic Letters,ACS,10.1021/acs.orglett.6b01452,48
128,C=CC1=CC=CC=C1F,Rh,CC(C)(C)P->%161C2=CC=CC=C2O[C@H]1[C@@H]1OC2=C(C=CC=C2)P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)P1C2=CC=CC=C2O[C@H]1[C@@H]1OC2=C(C=CC=C2)P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,3.0,20.0,1.2,200.0,25.0,-1.328379603,2019,The Journal of Organic Chemistry,ACS,10.1021/acs.joc.8b02813,13
129,C=CC1=CC=CC=C1Cl,Rh,CC(C)(C)P->%161C2=CC=CC=C2O[C@H]1[C@@H]1OC2=C(C=CC=C2)P->%171C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)P1C2=CC=CC=C2O[C@H]1[C@@H]1OC2=C(C=CC=C2)P1C(C)(C)C,CC1=CC=CC=C1,333.15,20.0,3.0,20.0,1.2,200.0,25.0,-0.968482949,2019,The Journal of Organic Chemistry,ACS,10.1021/acs.joc.8b02813,27
